callout_group,lineage
Other,B.1.1.403
Other,B.1.1.404
Other,B.1.1.405
Other,B.1.1.406
Other,B.1.1.407
Other,B.1.1.408
Other,B.1.1.409
Other,B.1.1.41
Other,B.1.1.410
Other,B.1.1.411
Other,B.1.1.412
Other,B.1.1.413
Other,B.1.1.414
Other,B.1.1.415
Other,B.1.1.416
Other,B.1.1.417
Other,B.1.1.418
Other,B.1.1.419
Other,B.1.1.420
Other,B.1.1.421
Other,B.1.1.422
Other,B.1.1.423
Other,B.1.1.424
Other,B.1.1.425
Other,B.1.1.426
Other,B.1.1.427
Other,B.1.1.428
Other,B.1.1.429
Other,B.1.1.43
Other,B.1.1.430
Other,B.1.1.431
Other,B.1.1.432
Other,B.1.1.433
Other,B.1.1.434
Other,B.1.1.435
Other,B.1.1.436
Other,B.1.1.437
Other,B.1.1.438
Other,B.1.1.44
Other,B.1.1.440
Other,B.1.1.441
Other,B.1.1.442
Other,B.1.1.444
Other,B.1.1.445
Other,B.1.1.446
Other,B.1.1.447
Other,B.1.1.448
Other,B.1.1.449
Other,B.1.1.45
Other,B.1.1.450
Other,B.1.1.451
Other,B.1.1.452
Other,B.1.1.453
Other,B.1.1.456
Other,B.1.1.458
Other,B.1.1.459
Other,B.1.1.46
Other,B.1.1.461
Other,B.1.1.462
Other,B.1.1.463
Other,B.1.1.464
Other,B.1.1.465
Other,B.1.1.466
Other,B.1.1.467
Other,B.1.1.47
Other,B.1.1.48
Other,B.1.1.480
Other,B.1.1.481
Other,B.1.1.482
Other,B.1.1.483
Other,B.1.1.484
Other,B.1.1.485
Other,B.1.1.486
Other,B.1.1.487
Other,B.1.1.49
Other,B.1.1.5
Other,B.1.1.50
Other,B.1.1.500
Other,B.1.1.506
Other,B.1.1.507
Other,B.1.1.51
Other,B.1.1.512
Other,B.1.1.513
Other,B.1.1.514
Other,B.1.1.515
Other,B.1.1.516
Other,B.1.1.517
Other,B.1.1.518
Other,B.1.1.519
Other,B.1.1.52
Other,B.1.1.521
Other,B.1.1.522
Other,B.1.1.523
Other,B.1.1.524
Other,B.1.1.525
Other,B.1.1.526
Other,B.1.1.528
BA.1,B.1.1.529
Other,B.1.1.53
Other,B.1.1.54
Other,B.1.1.55
Other,B.1.1.56
Other,B.1.1.57
Other,B.1.1.58
Other,B.1.1.59
Other,B.1.1.61
Other,B.1.1.62
Other,B.1.1.63
Other,B.1.1.67
B.1.1.7,B.1.1.7
Other,B.1.1.70
Other,B.1.1.71
Other,B.1.1.72
Other,B.1.1.74
Other,B.1.1.75
Other,B.1.1.77
Other,B.1.1.8
Other,B.1.1.82
Other,B.1.1.83
Other,B.1.1.84
Other,B.1.1.86
Other,B.1.1.87
Other,B.1.1.88
Other,B.1.1.89
Other,B.1.1.90
Other,B.1.1.91
Other,B.1.1.92
Other,B.1.1.93
Other,B.1.1.95
Other,B.1.1.97
Other,B.1.1.98
Other,B.1.1.99
Other,B.1.103
Other,B.1.104
Other,B.1.105
Other,B.1.106
Other,B.1.108
Other,B.1.110
Other,B.1.110.1
Other,B.1.110.2
Other,B.1.110.3
Other,B.1.111
Other,B.1.112
Other,B.1.113
Other,B.1.115
Other,B.1.116
Other,B.1.117
Other,B.1.118
Other,B.1.119
Other,B.1.12
Other,B.1.120
Other,B.1.124
Other,B.1.126
Other,B.1.127
Other,B.1.128
Other,B.1.13
Other,B.1.131
Other,B.1.134
Other,B.1.137
Other,B.1.139
Other,B.1.14
Other,B.1.140
Other,B.1.142
Other,B.1.143
Other,B.1.145
Other,B.1.146
Other,B.1.147
Other,B.1.149
Other,B.1.151
Other,B.1.153
Other,B.1.157
Other,B.1.158
Other,B.1.159
Other,B.1.160
Other,B.1.160.10
Other,B.1.160.11
Other,B.1.160.12
Other,B.1.160.13
Other,B.1.160.14
Other,B.1.160.15
Other,B.1.160.16
Other,B.1.160.17
Other,B.1.160.18
Other,B.1.160.19
Other,B.1.160.20
Other,B.1.160.21
Other,B.1.160.22
Other,B.1.160.23
Other,B.1.160.24
Other,B.1.160.25
Other,B.1.160.26
Other,B.1.160.27
Other,B.1.160.28
Other,B.1.160.29
Other,B.1.160.30
Other,B.1.160.31
Other,B.1.160.32
Other,B.1.160.33
Other,B.1.160.7
Other,B.1.160.8
Other,B.1.160.9
Other,B.1.161
Other,B.1.162
Other,B.1.163
Other,B.1.164
Other,B.1.165
Other,B.1.166
Other,B.1.167
Other,B.1.168
Other,B.1.169
Other,B.1.170
Other,B.1.173
Other,B.1.177
Other,B.1.177.10
Other,B.1.177.11
Other,B.1.177.12
Other,B.1.177.14
Other,B.1.177.15
Other,B.1.177.16
Other,B.1.177.17
Other,B.1.177.18
Other,B.1.177.19
Other,B.1.177.2
Other,B.1.177.20
Other,B.1.177.21
Other,B.1.177.23
Other,B.1.177.24
Other,B.1.177.25
Other,B.1.177.26
Other,B.1.177.27
Other,B.1.177.28
Other,B.1.177.29
Other,B.1.177.3
Other,B.1.177.30
Other,B.1.177.31
Other,B.1.177.32
Other,B.1.177.33
Other,B.1.177.34
Other,B.1.177.35
Other,B.1.177.36
Other,B.1.177.37
Other,B.1.177.38
Other,B.1.177.39
Other,B.1.177.4
Other,B.1.177.40
Other,B.1.177.41
Other,B.1.177.42
Other,B.1.177.43
Other,B.1.177.44
Other,B.1.177.45
Other,B.1.177.46
Other,B.1.177.47
Other,B.1.177.48
Other,B.1.177.49
Other,B.1.177.5
Other,B.1.177.50
Other,B.1.177.51
Other,B.1.177.52
Other,B.1.177.53
Other,B.1.177.54
Other,B.1.177.55
Other,B.1.177.56
Other,B.1.177.57
Other,B.1.177.58
Other,B.1.177.59
Other,B.1.177.6
Other,B.1.177.60
Other,B.1.177.61
Other,B.1.177.62
Other,B.1.177.63
Other,B.1.177.64
Other,B.1.177.65
Other,B.1.177.66
Other,B.1.177.67
Other,B.1.177.68
Other,B.1.177.69
Other,B.1.177.7
Other,B.1.177.70
Other,B.1.177.71
Other,B.1.177.72
Other,B.1.177.73
Other,B.1.177.74
Other,B.1.177.75
Other,B.1.177.76
Other,B.1.177.77
Other,B.1.177.78
Other,B.1.177.8
Other,B.1.177.80
Other,B.1.177.81
Other,B.1.177.82
Other,B.1.177.83
Other,B.1.177.84
Other,B.1.177.85
Other,B.1.177.86
Other,B.1.177.87
Other,B.1.177.88
Other,B.1.177.89
Other,B.1.177.9
Other,B.1.178
Other,B.1.179
Other,B.1.180
Other,B.1.181
Other,B.1.182
Other,B.1.184
Other,B.1.187
Other,B.1.188
Other,B.1.189
Other,B.1.190
Other,B.1.192
Other,B.1.194
Other,B.1.195
Other,B.1.198
Other,B.1.199
Other,B.1.2
Other,B.1.201
Other,B.1.203
Other,B.1.205
Other,B.1.206
Other,B.1.208
Other,B.1.210
Other,B.1.211
Other,B.1.212
Other,B.1.213
Other,B.1.214
Other,B.1.214.1
Other,B.1.214.2
Other,B.1.214.3
Other,B.1.214.4
Other,B.1.215
Other,B.1.218
Other,B.1.219
Other,B.1.22
Other,B.1.22.1
Other,B.1.220
Other,B.1.221
Other,B.1.221.1
Other,B.1.221.2
Other,B.1.221.3
Other,B.1.221.4
Other,B.1.222
Other,B.1.223
Other,B.1.224
Other,B.1.225
Other,B.1.227
Other,B.1.229
Other,B.1.23
Other,B.1.231
Other,B.1.232
Other,B.1.233
Other,B.1.234
Other,B.1.235
Other,B.1.236
Other,B.1.237
Other,B.1.238
Other,B.1.239
Other,B.1.240
Other,B.1.240.1
Other,B.1.240.2
Other,B.1.241
Other,B.1.242
Other,B.1.243
Other,B.1.243.1
Other,B.1.243.2
Other,B.1.245
